customer_id,name,gender,email,phone_number,account_age,last_login,num_transactions,avg_transaction_value,total_support_time,num_support_interactions,churn
22,John Smith,Male,deanna67@example.com,718-564-5293x73139,56,2024-06-03,13,229.3983624975409,1.984764225567126,5,1
23,Joe Johnson,Female,avilajamie@example.com,001-372-543-8872x8412,30,2024-02-17,13,115.8682964730121,92.81903189070077,4,1
24,Kevin Moore,Female,vickicastillo@example.org,(419)372-6474x5580,50,2024-01-30,18,215.39049003118916,192.69984817751765,2,0
25,Terri Conner,Female,scott02@example.org,686.318.5299x43158,59,2024-03-17,32,80.67753922347211,103.80645602590974,5,0
26,Joseph Dawson,Female,perezholly@example.com,484-322-5599x917,45,2024-09-16,96,61.61535812726915,135.50845349179065,7,1
27,Thomas Hooper,Female,jortega@example.com,264.707.4296,5,2024-10-08,99,110.82483011967025,62.37277158337664,8,1
28,Dr. David White,Female,tracy60@example.org,686.756.3666,55,2024-04-20,39,483.4018002151282,154.7982756305525,0,1
29,Veronica Ruiz,Female,icarr@example.org,001-922-338-8501x846,56,2024-01-12,46,297.28829115275767,154.584296375223,2,1
30,Kimberly Smith,Female,perkinsthomas@example.org,+1-488-760-2528x97611,33,2024-01-28,29,484.619972518949,104.25920953082779,2,1
31,Edward Bowers,Male,johnday@example.com,778.495.6140x13756,54,2024-03-29,62,244.62404524855938,195.2027646558427,7,0
32,Victor Charles,Male,mitchell06@example.org,(256)276-4736x38087,1,2024-05-13,93,190.3172598883668,25.110042952530677,0,1
33,Breanna Davis,Female,othompson@example.com,(780)633-9224x1659,18,2024-06-04,62,277.7638382781098,3.3895329779161987,4,1
34,Monica Frost,Female,hfigueroa@example.com,754.634.1310,32,2024-05-08,57,247.78025988480957,154.0316423514192,2,1
35,David Hill,Female,madams@example.com,+1-750-620-7191x6291,47,2024-04-06,16,97.54910791778477,161.43110747297652,1,0
36,Jacqueline Sampson,Male,ksimpson@example.org,+1-663-406-7184x51283,49,2024-01-12,56,338.3718416105928,24.04144582411525,7,0
37,Jonathan Johnson,Female,donald59@example.com,673.423.6444x4848,11,2024-03-30,10,147.21718212931984,53.11656659172122,2,0
38,Isaiah Morrow,Male,wolfwhitney@example.net,(376)787-2000x521,21,2024-07-08,30,328.8145797040233,3.510472673325782,6,0
39,Vanessa Williams,Male,jacksonmary@example.com,262.869.2741x497,26,2024-02-18,25,342.590491579169,58.66172215611294,0,0
40,Jerry Martin,Male,jamiemorales@example.net,+1-778-631-7587x210,25,2024-07-09,84,118.41118390789165,154.6283747837343,5,1
41,Michael Graves,Male,carolinecharles@example.com,(840)783-8046x120,22,2024-01-20,5,77.60733219980068,103.59210554251578,2,1
42,Mary Robinson,Male,brianmerritt@example.org,(822)465-0712,59,2024-02-28,65,401.3427137307979,69.61911863365762,7,0
43,Dr. Zachary Butler,Female,aguzman@example.com,001-865-767-6061,27,2024-04-02,94,256.9101906961941,74.34785898126606,5,1
44,Michael Shea,Female,larryfrancis@example.com,001-520-272-9630x091,49,2024-02-04,49,76.1737079774641,0.2707251430936308,1,0
45,David Jordan,Female,charlesjames@example.net,745.229.1084x577,13,2024-01-02,3,497.6898427263952,59.96010551304718,5,0
46,Justin Lewis,Female,pbrown@example.net,001-975-745-3365x649,33,2024-06-14,45,76.001252448365,129.2917483275861,6,0
47,Jorge Blankenship,Female,owilson@example.com,001-670-298-0101x67032,34,2024-05-10,14,362.76585298634893,194.83888876327143,4,1
48,Meredith Hayes,Male,stephen67@example.net,+1-633-934-6953x3464,41,2024-09-13,30,492.6555163685361,169.4121653967799,2,0
49,Cassandra Snyder,Female,apark@example.org,806.509.7856x095,35,2024-04-28,68,157.63104689716653,4.718992929105825,3,0
50,Kevin Cooper,Female,michelle60@example.com,9977791892,1,2024-02-11,18,114.01221590923828,179.71212093496786,3,0
51,Joseph Montes,Male,garciastephen@example.net,867.354.0224x217,21,2024-06-13,62,104.62322274009301,156.6396826597252,5,1
52,Stacey Brown,Female,johnmeyer@example.net,923-279-0769x054,48,2024-03-06,37,186.473816405418,156.07522471419608,9,0
53,Brendan Howard,Male,ruthpope@example.org,4304344546,55,2024-08-12,25,95.47061495479102,91.5991518007143,0,1
54,Judith Montoya,Female,johnwilson@example.net,+1-400-495-0646x92511,6,2024-04-25,48,361.47260376235937,79.60105859090056,3,1
55,Mark Mathis,Male,ewilliams@example.com,850.715.3702x2036,28,2024-02-12,65,78.03130915852822,60.58314576663852,9,1
56,Stephanie Sanchez,Female,idavis@example.org,8292294438,17,2024-06-09,53,279.2399576674054,13.138971790873155,3,1
57,Christopher Cervantes,Female,diana70@example.net,887-457-0652x7238,5,2024-01-08,79,498.51358423383954,45.64707269873982,9,0
58,Samuel Sullivan,Male,moodybenjamin@example.org,6309846762,31,2024-02-20,73,416.2866212777085,49.32072699560492,0,0
59,Michael Burke,Male,cody23@example.com,(694)805-6274x7259,5,2024-02-29,15,326.8487472039549,96.81541394204032,8,1
60,Aaron Craig,Male,fbass@example.org,+1-488-996-1445x526,38,2024-10-16,49,187.81412935397526,149.4888813193388,3,0
61,Patrick Reilly Jr.,Male,hlee@example.net,001-779-762-7426x5476,3,2024-09-20,88,330.7531263312373,94.76196567958932,6,1
62,Thomas Lee,Male,lisa10@example.com,668.828.0705,53,2024-01-20,68,287.16865876024326,11.568889889432121,2,1
63,Daniel Schwartz,Male,saundersglenn@example.com,001-261-657-2196x568,23,2024-01-08,12,241.73752275066715,191.55796019764077,9,1
64,Amber Cabrera,Male,johnsonricky@example.org,2253597382,37,2024-01-30,59,108.81966953308977,188.54486381882245,2,1
65,Mark Green,Male,ojones@example.org,001-692-267-9117x5568,53,2024-06-10,37,448.97189685821,157.03790862968168,7,1
66,Jeanette Williams,Female,taylorkyle@example.org,001-221-743-4681x771,37,2024-11-04,61,252.40309196959512,198.26558031284412,7,1
67,Stephen Williams,Female,robertfleming@example.net,410-231-6604x0716,10,2024-10-30,43,137.58013031934428,108.89646656005259,0,0
68,David Weber,Male,dlynn@example.org,+1-427-240-5533x498,10,2024-02-10,70,215.49170789478032,192.55367005064122,9,1
69,Sandra Jordan,Female,ogardner@example.org,+1-608-332-7315x290,19,2024-10-14,39,236.35838863801717,15.121008123350155,1,0
70,Jeremiah Tucker,Female,oknight@example.com,+1-894-509-8662x6018,17,2024-01-19,56,422.39205300509343,73.13614965227427,7,0
71,Walter Hensley,Female,sgraham@example.org,3132876120,21,2024-05-08,63,380.1264712526309,45.076253601353166,0,1
72,Jon Wallace,Female,gcuevas@example.com,7126284853,14,2024-08-28,46,396.1872021386029,39.166616826854,7,0
73,Paul Robbins,Male,kelly22@example.net,963.446.4535,9,2024-07-15,88,54.96406899289124,28.16058977853522,7,0
74,Teresa Acosta,Female,goodmanjohn@example.net,598.299.7907x8167,46,2024-02-21,11,237.2692991808927,124.48272831319933,1,0
75,Anna Reid,Male,melissa85@example.net,334-228-1574x52245,1,2024-01-17,62,266.60486823589565,156.264371149461,3,1
76,Dr. Anne Ward,Female,rwilliams@example.org,(369)714-7509x001,51,2024-10-17,77,58.63652457037551,115.65967988407213,5,1
77,Donna Ferguson,Female,charles59@example.net,602.388.5395,45,2024-04-15,98,166.9159439352654,29.392541917641935,8,1
78,Michael Vaughn,Female,davenporttiffany@example.com,(949)887-9934,13,2024-01-17,25,392.1304204049608,162.22475398669417,7,0
79,Charles Andersen,Male,wrightjacqueline@example.org,658.358.4249,4,2024-03-26,71,111.69936757804957,127.1909414327457,7,1
80,Jesse Pope,Female,hendrickscarrie@example.org,(607)708-0741x0418,1,2024-04-17,52,290.88955915366626,77.6331412253991,6,1
81,Gina Kirk,Male,jessicagarcia@example.org,+1-985-620-7534x19848,49,2024-08-25,4,146.8408424077569,134.8260591072126,8,0
82,Tyler Villarreal,Female,mary60@example.com,(526)704-1966,40,2024-05-31,59,55.45434858975197,51.98099584856657,1,0
83,Gabriella Carter,Male,jasonperez@example.org,001-610-533-6229x71827,32,2024-07-18,72,158.54065591979366,69.0384416988421,2,0
84,Julie Carter,Female,brendaoneill@example.com,644.715.0138,34,2024-03-16,20,489.1431897095242,183.49716862639804,9,1
85,Kim Ortiz,Male,sstokes@example.com,921.981.9535,28,2024-11-05,93,410.6917003473453,58.10090113428408,7,1
86,Lisa Bowen,Male,tamara77@example.com,(942)369-8228x746,31,2024-10-27,63,481.80948994446504,93.99765363158733,5,1
87,Deborah Martinez,Female,deverett@example.org,959-554-8136x601,8,2024-10-31,54,269.53431976686306,178.02822747920294,9,0
88,Susan Miller,Male,jeffrey02@example.com,+1-653-934-4456x85716,39,2024-09-13,74,99.38128940487658,141.5442700535055,8,1
89,Felicia Lin,Female,hollynichols@example.net,+1-690-556-8819x5773,26,2024-04-02,98,296.58177003816184,12.44064523294055,9,1
90,Peter Bailey,Female,christina56@example.com,8239978203,58,2024-05-12,57,254.4698005519824,29.460608855794067,3,1
91,James Johnston,Female,charlene34@example.net,409-378-4594x6819,34,2024-08-20,90,429.9606872328272,1.5683181543833635,7,1
92,Caleb Underwood,Female,glenngreen@example.com,(331)459-3869,54,2024-02-10,41,94.13716135291006,126.18435804583268,9,0
93,Robert Snyder,Female,ugarcia@example.net,+1-521-355-3241,54,2024-04-20,3,269.7085116598002,89.53468508208367,2,0
94,Andrew Briggs,Female,mcmahonmartin@example.com,001-797-507-6003x564,3,2024-08-29,6,117.52189911229291,26.854970180455105,2,1
95,Kaitlyn Chang,Female,yporter@example.org,001-557-978-7261x59550,59,2024-05-05,5,196.10416710052698,191.5868242113541,7,1
96,Kevin Horton,Female,martinanthony@example.net,+1-340-990-3377x5986,50,2024-09-29,5,381.81068482450985,105.93194478912397,4,1
97,Stephen Flores,Female,christophersmith@example.com,+1-460-630-4122,12,2024-10-08,54,264.20815821594493,48.37865882257783,2,0
98,Monica House,Female,dmiller@example.org,494.917.1427,1,2024-02-13,47,219.1497283155962,100.12071423094152,9,1
99,David Hull,Female,whitedana@example.net,001-372-521-7021x2340,54,2024-05-14,87,227.51432535651588,135.92406654702157,0,0
100,James Hodges,Male,jim28@example.com,(380)265-1449x604,44,2024-02-22,49,256.75104578269395,15.247843594712895,2,0
101,Troy Bautista,Male,christopher15@example.net,2854440210,5,2024-07-03,9,403.2574447266756,54.9407630095784,8,1
102,Amber Neal,Female,anthony64@example.net,001-562-427-1768x750,30,2024-07-31,99,451.4381100231055,161.39309817679873,4,1
103,Joshua Young,Female,erin28@example.net,001-894-678-1619x31247,30,2024-04-12,20,479.90060892676775,91.93297408053225,9,0
104,Sherri Perez,Female,williamsalejandro@example.org,+1-498-299-8509x3126,59,2024-01-28,61,404.1065238148828,109.31542840645898,1,0
105,Margaret Kramer,Female,benjamin05@example.org,425.401.2684x435,57,2024-09-09,35,191.93310308660574,86.56320044189385,6,0
106,Eric Peterson,Female,hannajohn@example.net,204-644-3146,17,2024-02-27,50,359.660617738944,8.779988528601024,1,0
107,Christopher Merritt,Female,mccormickroger@example.org,+1-422-457-1230,48,2024-04-29,82,246.92140582492635,33.149955964031186,3,1
108,Ann Baker,Female,lopezroger@example.com,250.759.2282x5314,47,2024-11-02,62,164.60177992072303,89.10832774837817,6,1
109,Mark Hicks,Female,madison60@example.org,+1-775-666-0355x858,23,2024-04-12,17,428.39221074166517,41.837093081585564,3,0
110,Lorraine Hernandez,Male,reginawood@example.com,+1-294-733-2730,15,2024-10-11,88,67.29185703304626,9.995805731935747,6,1
111,Zachary Green,Female,rachel22@example.org,706-340-6551,37,2024-05-04,3,455.7928964609406,168.72993281036474,6,1
112,Brenda Osborn,Male,bailey99@example.net,285.358.4682,21,2024-05-20,32,257.6648590811304,196.23850583282317,0,1
113,John Garcia,Female,edwardgreen@example.org,001-540-514-5596x91397,14,2024-03-19,99,336.74066456372617,158.6285747993479,5,0
114,Kimberly Leblanc,Female,lindajohnson@example.org,001-690-752-8218x377,2,2024-01-29,13,346.70926499260224,170.7569843409334,8,1
115,Becky Glover,Male,ksosa@example.com,8913094616,11,2024-09-17,89,452.80298331794137,48.395426063409076,1,0
116,Anna Cruz,Female,sheila83@example.org,001-823-221-2854x4595,51,2024-08-07,73,336.5013569752433,192.12539510263994,2,0
117,Mrs. Jennifer Wells,Male,jhicks@example.org,366.670.5084,39,2024-06-23,68,326.2701131420278,39.385140890685676,9,0
118,Nicole Gonzalez,Female,qstanley@example.net,001-654-364-0197x5308,38,2024-06-30,14,79.99341825231048,190.28596207236646,4,0
119,Tracy Lynch,Female,patrickhiggins@example.com,611.826.7203,34,2024-08-29,98,283.2836098753418,198.9638587931902,8,0
120,Kyle Martin,Male,maysjulie@example.org,545-414-4308,38,2024-07-31,11,117.57605036766874,142.34456114920974,3,0
121,Thomas Richardson,Female,clopez@example.com,001-461-879-3213,50,2024-04-12,56,381.84519592466853,196.2287463583644,0,0
122,Matthew Nguyen,Male,patricia12@example.org,001-495-722-4527x587,34,2024-06-20,67,280.4998643657035,113.90795591342074,3,1
123,Scott Stein,Female,jacoblynch@example.org,+1-276-463-6272x633,18,2024-06-11,92,356.102500643759,51.90835663521807,5,1
124,Austin Reyes,Male,josephmunoz@example.org,(880)457-3160,30,2024-09-28,29,68.75280527107292,87.39917713312417,4,0
125,Daniel Morgan,Male,glendarussell@example.net,528-392-4424x56353,15,2024-06-17,9,88.15640722061144,118.71218707575719,0,1
126,Brian Meza,Female,hsullivan@example.com,001-568-371-2327x7290,27,2024-09-26,67,372.345524628207,14.616312405402997,3,1
127,Lisa Allen,Female,randymurray@example.com,736.439.5834x47617,51,2024-10-24,25,82.43795119940302,124.46865292344921,5,1
128,Haley Casey,Male,william96@example.com,(907)986-4714,34,2024-07-09,98,82.06552749436636,196.2355673524589,9,0
129,Catherine Cherry,Female,fadams@example.net,+1-902-557-9821x60385,52,2024-07-29,76,55.448813855699356,38.021529956745525,9,1
130,Robert Taylor,Female,greerjoseph@example.com,500-631-0458x886,57,2024-01-10,42,480.42562923476606,158.51902325767665,3,1
131,Cory Gray,Female,timothywilliams@example.org,(456)467-1533,38,2024-08-09,9,381.8787617565531,181.57975875592388,8,1
132,Natalie Ayala,Male,kristengiles@example.net,(669)209-1380x5096,33,2024-06-24,79,208.96313382592888,188.74031856404417,4,0
133,Cindy Smith,Male,pfields@example.org,+1-422-458-0042x59954,24,2024-10-27,40,183.44101157944485,192.02712088108944,7,1
134,Richard Howard,Male,maria88@example.org,2919109024,15,2024-07-27,25,207.3664533856323,104.29192774429438,8,1
135,Mark Carter,Male,angelamartinez@example.net,3812145125,30,2024-04-04,5,398.59408903153184,195.46158159830074,9,1
136,Sean Manning,Male,esmith@example.org,(997)845-1046,55,2024-04-28,11,347.6167749816865,151.46204142688777,4,0
137,Stanley Stanley,Male,friley@example.org,(480)545-6873x95416,42,2024-09-07,59,133.33800554036057,32.33428724739238,5,0
138,Maria Perez,Male,jeffreyglass@example.net,685-694-7676,51,2024-09-22,98,128.34920090033796,95.380021293594,0,1
139,Emily Burns,Male,amygomez@example.net,646.467.8381x7760,17,2024-04-26,88,94.27804237102879,143.6662350744008,6,1
140,Lindsay Rivers,Male,duncansarah@example.com,445.228.5711x518,5,2024-07-17,79,347.1362238656022,49.468063163816666,3,0
141,Tina Alexander,Female,mitchelljordan@example.net,(246)218-9537,29,2024-04-13,38,393.9676979997812,128.12303670977747,1,1
142,Eric Johnson,Male,browningcurtis@example.com,001-455-695-6853x24811,4,2024-04-21,72,169.27089274625183,133.32009580932385,4,0
143,Tracy Navarro,Female,jesse60@example.org,270-506-4388,10,2024-04-30,5,59.42523246391077,32.53994876171318,2,1
144,Benjamin West,Female,heather16@example.net,001-587-843-6483x125,56,2024-08-12,48,86.9772503643923,113.01706249055125,5,1
145,Craig Adams,Female,cynthiagilbert@example.net,+1-626-405-1144x532,17,2024-05-06,90,485.5370156802637,154.32538219572155,7,1
146,Taylor Lawrence,Male,cassandrahart@example.com,(431)290-3243,10,2024-06-14,18,182.95014986483912,99.77913290718838,6,1
147,Gary Mccarthy,Male,lauren70@example.org,(873)537-5615,17,2024-05-22,70,396.15041652716013,2.420623355221485,2,0
148,Kimberly Clarke,Male,jcochran@example.com,+1-919-300-1673x264,20,2024-04-14,37,331.0986059844187,1.8076938158584355,7,1
149,Paul Hall,Male,john22@example.net,+1-356-770-0458x694,24,2024-05-01,60,221.87283784380315,71.40586879400243,1,0
150,Randy Deleon,Female,petersenmarc@example.com,+1-681-822-1316,5,2024-07-27,48,142.55926798799982,185.2388136863564,9,1
151,Sharon Faulkner,Male,darlene68@example.com,+1-200-257-3830x528,34,2024-07-11,77,104.62388817173289,45.73535592072175,8,1
152,Keith Mclean,Male,karen68@example.net,648-628-8657x0566,6,2024-02-27,28,326.75583561749,126.87273777433742,3,1
153,Brandon Anderson,Male,welchchristopher@example.net,628.288.2149x12264,53,2024-01-31,69,398.58520128700457,44.41517413866411,0,0
154,Jason Nguyen,Male,boydchristina@example.org,328.573.6773x74762,2,2024-03-19,77,339.7569140935088,64.33399793190972,7,1
155,Jeremy Wilson,Male,diazmelanie@example.org,(236)574-6796,13,2024-07-24,81,288.6359599621212,169.6084179202968,6,0
156,Marcus Choi,Female,alexanderlauren@example.com,643-836-4126,43,2024-10-02,40,68.87805054423632,145.77228845398938,4,0
157,Lisa Nelson,Male,joshuawallace@example.org,919-404-2234x512,43,2024-01-13,45,485.8199499174727,19.079855462642126,9,1
158,Richard Hoover,Female,rileyjohn@example.com,+1-640-315-8402,48,2024-08-16,96,409.42138624455856,85.74040419728672,4,0
159,Noah Reeves,Male,kimberlysanchez@example.net,241.908.7952x578,11,2024-05-29,62,181.76991651543412,5.833952729052894,6,1
160,Paul Campbell,Female,sandra72@example.org,001-923-592-1752x30099,51,2024-08-27,93,490.9866482114828,96.1780293206018,4,0
161,Mr. Manuel Williams,Male,stephanieyoder@example.com,(894)777-1391,47,2024-09-26,58,320.84671533634497,132.48680234021361,7,0
162,Jennifer Harris,Male,edwarddoyle@example.org,379-627-0948x13394,57,2024-03-19,67,312.0901961932609,23.700524719630312,5,1
163,Luis Bernard,Female,rodriguezjonathan@example.com,992.920.3135x5479,23,2024-07-25,56,386.6329307432894,57.776987781833135,4,1
164,Tiffany Cruz,Female,ewade@example.com,+1-807-943-7704x092,55,2024-01-18,40,415.2964046405619,79.56732510043139,8,0
165,Erika Mendez,Female,juanjarvis@example.com,738-306-3154,16,2024-05-30,98,345.41537329917617,183.90620493120994,1,1
166,Cameron Christian,Male,mclaughlinkaren@example.net,378-420-3866,31,2024-09-29,40,107.64308586479001,198.65100308459282,0,1
167,Virginia Crawford,Female,elizabethsanders@example.com,+1-220-485-0518,11,2024-02-15,91,202.22037769752427,8.98225979912317,7,1
168,Eric Moore,Male,andreamack@example.com,(529)377-1558,54,2024-03-25,77,467.6376381467224,152.2015846990784,2,0
169,Samantha Robinson,Male,qwright@example.org,587.504.1116x6766,16,2024-09-10,33,151.07702532973337,74.34481328046864,6,1
170,Stephen Gutierrez,Female,stanleyelizabeth@example.com,001-315-465-5082,8,2024-01-08,6,217.475160726881,78.491637245896,9,1
171,Caleb Hawkins,Female,emorales@example.com,(801)818-5321x853,4,2024-05-06,88,244.4345973248882,150.85299466940455,7,1
172,Amanda Smith,Male,christopher17@example.net,+1-898-602-3958,40,2024-05-20,19,247.73224536250348,183.68528642908174,5,0
173,Sarah Hanna,Male,krhodes@example.org,001-883-848-0597,4,2024-01-16,80,325.8228121225365,190.18571890050967,9,1
174,Lori Vaughan,Female,crystalsimmons@example.com,(264)298-0792x1386,56,2024-02-09,40,474.3841269851184,115.42451720766415,8,1
175,Carla Hernandez,Female,joshualopez@example.com,+1-826-201-5777x692,25,2024-02-05,92,158.31172032462723,71.42423186010056,6,1
176,Carl Holloway,Female,lynndennis@example.org,+1-783-312-5076,3,2024-04-11,97,104.67561933541313,157.50981717175586,9,0
177,Timothy Price,Male,upadilla@example.com,839-266-9425x0944,32,2024-05-12,59,138.86172043697178,50.200276652460055,4,1
178,Michael Harper MD,Male,grayelizabeth@example.org,(225)657-6874x3246,3,2024-03-29,59,449.1162050941713,112.81480576670356,7,1
179,Jacob Lewis,Male,kim77@example.org,858.664.1363,27,2024-05-24,48,340.6148656948427,71.71569230497464,1,0
180,Grace Roach,Male,andersonemily@example.net,483-466-4586,29,2024-04-08,41,178.65805515762207,131.32621474157523,6,0
181,John Sanchez,Male,carterstephanie@example.org,+1-313-586-7856x42839,32,2024-01-30,13,417.17612253587777,48.07978257870138,3,1
182,Felicia Lambert,Male,janicepalmer@example.net,320-298-9982x8360,50,2024-09-26,45,437.6164983635462,38.31858914696515,8,0
183,John Lang,Female,hannahpowell@example.com,538-876-4438,58,2024-11-08,89,430.9314524106251,183.6478173350874,0,1
184,Rebekah Newman,Male,stanley83@example.com,+1-421-965-2747,51,2024-06-01,53,463.5169401377995,20.36073658990738,6,1
185,Eric Cruz,Male,klinekayla@example.net,323.560.3020,19,2024-09-11,42,163.50845907801272,101.19158154698633,5,1
186,Megan Anderson,Male,jacobprice@example.org,+1-731-275-0946x9229,21,2024-08-13,63,389.76886793582526,44.170556592601784,7,0
187,Robert Sanchez,Female,pbarry@example.net,+1-998-622-8672x56490,5,2024-05-06,27,257.242773773363,7.78599266513349,4,0
188,Bryan Lopez,Male,dawnsanchez@example.net,001-622-269-5149x953,18,2024-04-17,38,428.8993488005277,7.203763658285278,0,1
189,Jason Fowler,Male,hrussell@example.org,(346)325-2151,28,2024-09-14,60,377.82080472272594,35.044354421165465,0,0
190,Brandy Schroeder,Female,williamsrhonda@example.org,352.633.7445x2584,42,2024-08-20,7,399.4013509248761,173.35407090120006,8,1
191,Kathleen Bowers,Male,nataliemiller@example.com,848.727.0441x2957,22,2024-08-03,5,345.27282695648216,56.49574879540533,9,0
192,Mark Herrera,Male,hwu@example.com,958-571-4975,21,2024-08-22,45,129.8429462613681,190.09183411505916,5,0
193,Adam Hayes,Male,monicasalazar@example.com,001-852-474-1470x36623,6,2024-01-18,58,295.26211350362223,116.32445859783871,9,0
194,Michaela Le,Male,qheath@example.org,+1-881-456-6891x46358,1,2024-03-16,31,493.1013827860287,87.32283795375322,4,1
195,Fred Holland,Male,craigsmith@example.org,+1-653-248-4615,5,2024-03-31,23,471.8246299237035,116.01776693389093,0,1
196,Laura Wiley,Female,watsonkristin@example.org,992-508-8329,41,2024-04-27,42,69.42818110865525,103.33967704525355,5,0
197,Sharon Mccall,Female,cindysherman@example.net,788-817-3559x4248,12,2024-07-14,10,124.1666670782467,151.75525075146504,5,0
198,Brian Romero,Female,robert73@example.org,+1-859-437-0960x504,26,2024-08-12,32,109.27794805455287,56.49921319457045,2,0
199,Stephanie Mckenzie,Male,owensjessica@example.com,+1-799-424-1035x82403,46,2024-05-24,53,376.690959493383,70.61007832006048,7,1
200,Jillian Matthews,Male,jesse76@example.com,(866)779-3112x83228,34,2024-07-03,30,418.0033984356253,178.81886050665014,0,0
201,Anthony Montes,Male,daniel97@example.net,001-946-913-9982,49,2024-10-02,39,146.08011483980238,189.2913026300811,0,1
202,William Lee,Female,waltersmith@example.org,+1-587-856-1405x518,14,2024-07-05,31,277.63371182832304,178.5116454972949,5,1
203,Anthony Rollins,Male,smartin@example.com,379-373-3701x30771,26,2024-09-24,82,428.31636260504,83.88959879146272,9,1
204,Robert West,Male,estradakimberly@example.com,(920)844-2288x481,45,2024-03-30,2,379.76069514481276,156.07310060137632,0,0
205,Justin Morton,Female,osanders@example.net,987-272-8593x149,27,2024-10-30,78,294.00674247133173,95.26714666021977,5,1
206,Juan Sanchez,Male,kyle88@example.org,+1-807-422-0041,9,2024-07-11,77,315.6564607064478,99.50797042922044,0,0
207,Lauren Davis,Female,tcruz@example.net,001-576-643-8345x934,26,2024-08-13,93,278.762246112326,40.93602181145679,5,0
208,Craig Hartman,Female,brandonlevy@example.com,+1-562-427-0509x631,57,2024-06-25,12,183.89680309346926,118.22606065170329,2,1
209,David Allen,Female,melissareeves@example.com,001-523-617-9442x883,47,2024-08-31,39,304.25989678655725,37.22717955066959,7,1
210,Devon Johnson,Male,oalexander@example.org,(465)317-6572x2014,57,2024-01-28,66,359.9983859225408,66.31293981343876,5,0
211,Jordan Ramsey,Male,billy21@example.net,+1-714-873-0687x6900,22,2024-09-08,96,442.99531213736344,171.00604032398704,0,0
212,Allison Sampson,Male,michaelrodriguez@example.net,001-686-445-4609x17892,47,2024-06-28,13,336.33110929066163,41.415161842171045,4,1
213,Jennifer Carlson,Male,michael90@example.com,+1-689-663-7855x659,56,2024-01-17,46,392.5046916694211,14.231657034686563,7,0
214,Monica Edwards,Male,rebeccamcintyre@example.net,845-769-8056x5058,30,2024-10-20,27,122.03223572955785,13.80151852256326,2,1
215,Robert Case,Male,andrea25@example.org,654-376-2191x85297,43,2024-10-24,17,257.70086348890544,188.15690410062157,5,1
216,Kelly Potter,Male,hillmonique@example.net,(572)375-8308,48,2024-02-17,95,54.199228922191985,101.38408759236692,4,0
217,Keith Mitchell,Female,myerssharon@example.net,+1-832-662-2984x129,17,2024-04-24,98,161.00548903473037,81.88241436340367,5,0
